"G1","G2","C","A","Bx","By","Bz","Error_G1","Error_G2","Error_C","Error_A","Error_Bx","Error_By","Error_Bz","MSE","Laser_Power","Laser_Detuning","Temp","PP"
75.408,152.51,0.77769,0.030611,315.57,-113.49,52.847,0.42974,1.4093,3.0853e-10,2.4386e-09,0.33683,0.32805,0.30682,5.5464e-07,222.727273,5.454545,57,0.041184
68.934,130.41,0.77577,0.031009,316.07,-114.03,50.472,0.38281,1.1592,2.5669e-10,1.9852e-09,0.28059,0.27063,0.23061,4.7036e-07,248.181818,5.454545,57,0.042581
76.68,154.7,0.77532,0.030479,315.37,-115.75,41.416,0.4034,1.3074,2.8729e-10,2.2523e-09,0.31412,0.30685,0.28667,5.1309e-07,273.636364,5.454545,57,0.042636
66.904,124,0.77369,0.030855,316.69,-114.07,58.518,0.36959,1.0906,2.3747e-10,1.8189e-09,0.26458,0.25402,0.21094,4.3746e-07,299.090909,5.454545,57,0.041397
71.204,137.2,0.77419,0.030527,316.4,-114,68.522,0.37889,1.1719,2.5376e-10,1.9615e-09,0.28372,0.2744,0.24095,4.6155e-07,324.545455,5.454545,57,0.041397
68.105,127.18,0.77393,0.0309,316.65,-114.42,64.399,0.3844,1.1432,2.5132e-10,1.9227e-09,0.27773,0.26727,0.22465,4.6106e-07,350,5.454545,57,0.042691
70.41,107.26,0.80063,0.020605,315.35,-118.72,150.95,3.6268,7.456,8.4772e-10,5.0806e-09,2.0468,1.9784,1.3882,1.4717e-06,70,10,57,0.031328
50.738,62.009,0.80406,0.023504,321.77,-118.02,150.04,10.146,14.498,2.0089e-09,1.0522e-08,4.0283,3.697,2.0127,3.5661e-06,95.454545,10,57,0.036115
82.341,128.37,0.81451,0.022816,316.69,-121.26,187.88,4.7743,9.7995,1.4961e-09,8.4417e-09,2.8109,2.7469,2.0765,2.4767e-06,120.909091,10,58,0.03321
66.707,90.093,0.81838,0.023091,316.66,-120.18,96.557,1.4316,2.3858,3.4549e-10,1.9113e-09,0.66142,0.63473,0.38338,5.8861e-07,146.363636,10,58,0.031824
59.157,73.934,0.81932,0.02324,317.92,-118.73,60.088,1.1171,1.6334,2.3995e-10,1.2869e-09,0.467,0.44076,0.2436,4.143e-07,171.818182,10,58,0.030562
66.571,91.841,0.8213,0.023034,316.51,-116.77,75.817,1.0138,1.7533,2.5375e-10,1.4464e-09,0.49057,0.46806,0.28957,4.3569e-07,197.272727,10,59,0.030488
63.585,81.339,0.82194,0.023058,316.69,-115.7,66.259,1.1289,1.7069,2.5405e-10,1.3662e-09,0.49334,0.46704,0.26724,4.3341e-07,222.727273,10,58,0.031669
70.38,89.806,0.82265,0.022979,317.53,-116.75,66.159,1.2401,1.8317,2.899e-10,1.509e-09,0.55008,0.52436,0.30399,4.8046e-07,248.181818,10,58,0.030414
62.838,76.36,0.82237,0.023011,317.71,-115.32,49.958,1.131,1.5528,2.3857e-10,1.2281e-09,0.46522,0.43779,0.23864,4.0295e-07,273.636364,10,59,0.031669
59.142,74.591,0.82318,0.022937,317.06,-115.17,68.569,1.1987,1.7845,2.5239e-10,1.3626e-09,0.50489,0.47434,0.26524,4.3657e-07,299.090909,10,59,0.030414
62.775,78.385,0.82396,0.022797,316.69,-115.46,60.453,1.1255,1.6279,2.4024e-10,1.2682e-09,0.47806,0.45176,0.25229,4.0886e-07,324.545455,10,59,0.03163
96.333,202.89,0.99946,0.0025271,348.48,-127.31,52.622,45.094,138.34,2.3495e-10,1.648e-09,33.594,33.251,35.209,3.7783e-07,120.909091,-35.454545,76,0.006012
66.514,84.408,0.82444,0.022662,317.23,-116.77,41.947,1.0764,1.5899,2.3697e-10,1.2543e-09,0.46951,0.44599,0.25434,3.9857e-07,350,10,59,0.030377
